,FVMC_Rewards1,FVMC_noSteps1,FVMC_Accuracy1,Moving_Average_Accuracy1,Moving_Average_Step1,Moving_Average_Reward1,Overall_Accuracy,Overall_Steps,Overall_Reward
5337,-1,36,0,0.17,25.74,-0.66,0.17,25.74,-0.66
5338,-1,25,0,0.17,25.95,-0.66,0.17,25.95,-0.66
5339,-1,14,0,0.16,25.82,-0.68,0.16,25.82,-0.68
5340,-1,24,0,0.16,25.42,-0.68,0.16,25.42,-0.68
5341,-1,38,0,0.16,25.08,-0.68,0.16,25.08,-0.68
5342,-1,9,0,0.16,25.01,-0.68,0.16,25.01,-0.68
5343,-1,4,0,0.16,24.57,-0.68,0.16,24.57,-0.68
5344,-1,4,0,0.16,24.28,-0.68,0.16,24.28,-0.68
5345,1,17,1,0.17,24.32,-0.66,0.17,24.32,-0.66
5346,-1,11,0,0.17,24.36,-0.66,0.17,24.36,-0.66
5347,-1,41,0,0.17,24.49,-0.66,0.17,24.49,-0.66
5348,-1,15,0,0.17,24.46,-0.66,0.17,24.46,-0.66
5349,-1,4,0,0.16,24.44,-0.68,0.16,24.44,-0.68
5350,-1,41,0,0.16,24.36,-0.68,0.16,24.36,-0.68
5351,1,22,1,0.17,24.54,-0.66,0.17,24.54,-0.66
5352,-1,5,0,0.17,24.51,-0.66,0.17,24.51,-0.66
5353,-1,18,0,0.17,24.43,-0.66,0.17,24.43,-0.66
5354,-1,7,0,0.16,24.33,-0.68,0.16,24.33,-0.68
5355,1,33,1,0.17,24.25,-0.66,0.17,24.25,-0.66
5356,1,23,1,0.18,24.44,-0.64,0.18,24.44,-0.64
5357,-1,10,0,0.18,24.36,-0.64,0.18,24.36,-0.64
5358,-1,21,0,0.18,24.1,-0.64,0.18,24.1,-0.64
5359,1,9,1,0.18,23.85,-0.64,0.18,23.85,-0.64
5360,-1,23,0,0.18,24.04,-0.64,0.18,24.04,-0.64
5361,-1,44,0,0.18,24.32,-0.64,0.18,24.32,-0.64
5362,-1,8,0,0.18,24.23,-0.64,0.18,24.23,-0.64
5363,1,11,1,0.19,24.29,-0.62,0.19,24.29,-0.62
5364,1,87,1,0.2,25.09,-0.6,0.2,25.09,-0.6
5365,-1,13,0,0.2,25.2,-0.6,0.2,25.2,-0.6
5366,-1,30,0,0.2,25.25,-0.6,0.2,25.25,-0.6
5367,1,12,1,0.2,25.1,-0.6,0.2,25.1,-0.6
5368,1,75,1,0.21,25.71,-0.58,0.21,25.71,-0.58
5369,-1,32,0,0.2,25.86,-0.6,0.2,25.86,-0.6
5370,-1,18,0,0.2,25.95,-0.6,0.2,25.95,-0.6
5371,-1,13,0,0.2,24.9,-0.6,0.2,24.9,-0.6
5372,-1,80,0,0.2,25.28,-0.6,0.2,25.28,-0.6
5373,1,8,1,0.21,25.12,-0.58,0.21,25.12,-0.58
5374,-1,44,0,0.21,25.44,-0.58,0.21,25.44,-0.58
5375,-1,11,0,0.21,25.41,-0.58,0.21,25.41,-0.58
5376,-1,13,0,0.21,25.29,-0.58,0.21,25.29,-0.58
5377,-1,6,0,0.21,25.16,-0.58,0.21,25.16,-0.58
5378,-1,5,0,0.21,25.03,-0.58,0.21,25.03,-0.58
5379,-1,5,0,0.2,25.0,-0.6,0.2,25.0,-0.6
5380,-1,8,0,0.2,24.88,-0.6,0.2,24.88,-0.6
5381,1,21,1,0.2,24.54,-0.6,0.2,24.54,-0.6
5382,-1,7,0,0.2,24.51,-0.6,0.2,24.51,-0.6
5383,-1,7,0,0.2,24.24,-0.6,0.2,24.24,-0.6
5384,-1,59,0,0.2,24.48,-0.6,0.2,24.48,-0.6
5385,-1,8,0,0.2,24.54,-0.6,0.2,24.54,-0.6
5386,-1,6,0,0.19,24.33,-0.62,0.19,24.33,-0.62
5387,-1,1,0,0.19,24.31,-0.62,0.19,24.31,-0.62
5388,-1,6,0,0.19,24.3,-0.62,0.19,24.3,-0.62
5389,1,10,1,0.2,24.3,-0.6,0.2,24.3,-0.6
5390,-1,5,0,0.2,24.18,-0.6,0.2,24.18,-0.6
5391,-1,15,0,0.2,24.19,-0.6,0.2,24.19,-0.6
5392,-1,7,0,0.19,24.11,-0.62,0.19,24.11,-0.62
5393,1,54,1,0.2,24.27,-0.6,0.2,24.27,-0.6
5394,-1,67,0,0.2,24.86,-0.6,0.2,24.86,-0.6
5395,-1,3,0,0.19,24.56,-0.62,0.19,24.56,-0.62
5396,-1,15,0,0.19,24.65,-0.62,0.19,24.65,-0.62
5397,-1,40,0,0.19,24.74,-0.62,0.19,24.74,-0.62
5398,-1,14,0,0.19,23.86,-0.62,0.19,23.86,-0.62
5399,-1,24,0,0.19,23.98,-0.62,0.19,23.98,-0.62
5400,-1,1,0,0.19,23.46,-0.62,0.19,23.46,-0.62
5401,-1,14,0,0.19,23.37,-0.62,0.19,23.37,-0.62
5402,1,7,1,0.2,23.41,-0.6,0.2,23.41,-0.6
5403,-1,22,0,0.2,23.6,-0.6,0.2,23.6,-0.6
5404,-1,3,0,0.2,23.2,-0.6,0.2,23.2,-0.6
5405,-1,32,0,0.19,23.45,-0.62,0.19,23.45,-0.62
5406,-1,6,0,0.18,23.32,-0.64,0.18,23.32,-0.64
5407,1,23,1,0.19,22.08,-0.62,0.19,22.08,-0.62
5408,-1,1,0,0.19,21.88,-0.62,0.19,21.88,-0.62
5409,-1,22,0,0.19,21.9,-0.62,0.19,21.9,-0.62
5410,-1,11,0,0.18,21.76,-0.64,0.18,21.76,-0.64
5411,-1,34,0,0.17,21.92,-0.66,0.17,21.92,-0.66
5412,1,5,1,0.18,21.83,-0.64,0.18,21.83,-0.64
5413,-1,4,0,0.18,21.49,-0.64,0.18,21.49,-0.64
5414,-1,15,0,0.18,21.59,-0.64,0.18,21.59,-0.64
5415,-1,5,0,0.18,21.62,-0.64,0.18,21.62,-0.64
5416,-1,11,0,0.17,21.38,-0.66,0.17,21.38,-0.66
5417,-1,20,0,0.17,21.43,-0.66,0.17,21.43,-0.66
5418,-1,9,0,0.17,21.38,-0.66,0.17,21.38,-0.66
5419,-1,14,0,0.17,20.84,-0.66,0.17,20.84,-0.66
5420,-1,31,0,0.17,20.96,-0.66,0.17,20.96,-0.66
5421,-1,1,0,0.17,20.95,-0.66,0.17,20.95,-0.66
5422,-1,6,0,0.17,20.81,-0.66,0.17,20.81,-0.66
5423,-1,17,0,0.17,20.6,-0.66,0.17,20.6,-0.66
5424,-1,3,0,0.17,20.46,-0.66,0.17,20.46,-0.66
5425,1,25,1,0.18,20.61,-0.64,0.18,20.61,-0.64
5426,-1,72,0,0.18,20.87,-0.64,0.18,20.87,-0.64
5427,-1,19,0,0.17,20.55,-0.66,0.17,20.55,-0.66
5428,1,16,1,0.18,20.57,-0.64,0.18,20.57,-0.64
5429,-1,5,0,0.18,20.04,-0.64,0.18,20.04,-0.64
5430,-1,70,0,0.18,20.64,-0.64,0.18,20.64,-0.64
5431,-1,1,0,0.18,20.48,-0.64,0.18,20.48,-0.64
5432,-1,18,0,0.18,19.74,-0.64,0.18,19.74,-0.64
5433,-1,18,0,0.18,19.76,-0.64,0.18,19.76,-0.64
5434,-1,4,0,0.18,19.56,-0.64,0.18,19.56,-0.64
5435,-1,9,0,0.18,19.41,-0.64,0.18,19.41,-0.64
5436,-1,31,0,0.18,19.51,-0.64,0.18,19.51,-0.64
5437,-1,17,0,0.18,19.32,-0.64,0.18,19.32,-0.64
5438,-1,32,0,0.18,19.39,-0.64,0.18,19.39,-0.64
5439,-1,6,0,0.18,19.31,-0.64,0.18,19.31,-0.64
5440,1,28,1,0.19,19.35,-0.62,0.19,19.35,-0.62
5441,-1,30,0,0.19,19.27,-0.62,0.19,19.27,-0.62
5442,-1,10,0,0.19,19.28,-0.62,0.19,19.28,-0.62
5443,-1,27,0,0.19,19.51,-0.62,0.19,19.51,-0.62
5444,-1,20,0,0.19,19.67,-0.62,0.19,19.67,-0.62
