,QL with Constant Epsilon Overall_Accuracy,QL with Constant Epsilon Overall_Steps,QL with Constant Epsilon Overall_Reward
5114,0.93,5.21,0.86
5115,0.93,5.22,0.86
5116,0.93,5.22,0.86
5117,0.93,5.22,0.86
5118,0.92,5.2,0.84
5119,0.92,5.2,0.84
5120,0.92,5.2,0.84
5121,0.91,5.17,0.82
5122,0.91,5.17,0.82
5123,0.91,5.13,0.82
5124,0.91,5.14,0.82
5125,0.91,5.14,0.82
5126,0.91,5.13,0.82
5127,0.91,5.13,0.82
5128,0.91,5.13,0.82
5129,0.91,5.13,0.82
5130,0.91,5.13,0.82
5131,0.91,5.11,0.82
5132,0.91,5.12,0.82
5133,0.91,5.12,0.82
5134,0.91,5.12,0.82
5135,0.91,5.11,0.82
5136,0.91,5.07,0.82
5137,0.91,5.07,0.82
5138,0.91,5.08,0.82
5139,0.91,5.08,0.82
5140,0.91,5.1,0.82
5141,0.92,5.12,0.84
5142,0.91,5.1,0.82
5143,0.91,5.1,0.82
5144,0.9,5.07,0.8
5145,0.9,5.07,0.8
5146,0.9,5.07,0.8
5147,0.9,5.07,0.8
5148,0.9,5.07,0.8
5149,0.9,5.07,0.8
5150,0.9,5.07,0.8
5151,0.9,5.07,0.8
5152,0.9,5.07,0.8
5153,0.9,5.07,0.8
5154,0.9,5.07,0.8
5155,0.9,5.07,0.8
5156,0.9,5.07,0.8
5157,0.9,5.09,0.8
5158,0.89,5.06,0.78
5159,0.9,5.07,0.8
5160,0.9,5.07,0.8
5161,0.9,5.06,0.8
5162,0.89,5.02,0.78
5163,0.89,5.02,0.78
5164,0.89,5.02,0.78
5165,0.89,5.02,0.78
5166,0.89,5.02,0.78
5167,0.89,5.02,0.78
5168,0.89,5.02,0.78
5169,0.89,5.02,0.78
5170,0.89,5.03,0.78
5171,0.89,5.03,0.78
5172,0.89,5.01,0.78
5173,0.88,5,0.76
5174,0.88,5,0.76
5175,0.88,5,0.76
5176,0.88,5,0.76
5177,0.88,5,0.76
5178,0.88,5,0.76
5179,0.88,5.01,0.76
5180,0.88,5.01,0.76
5181,0.88,5.01,0.76
5182,0.89,5.05,0.78
5183,0.89,5.05,0.78
5184,0.89,5.06,0.78
5185,0.89,5.05,0.78
5186,0.9,5.06,0.8
5187,0.9,5.08,0.8
5188,0.9,5.07,0.8
5189,0.91,5.12,0.82
5190,0.91,5.12,0.82
5191,0.91,5.14,0.82
5192,0.91,5.14,0.82
5193,0.91,5.15,0.82
5194,0.9,5.14,0.8
5195,0.9,5.16,0.8
5196,0.91,5.18,0.82
5197,0.91,5.18,0.82
5198,0.91,5.16,0.82
5199,0.92,5.18,0.84
5200,0.92,5.18,0.84
5201,0.92,5.18,0.84
5202,0.92,5.16,0.84
5203,0.92,5.16,0.84
5204,0.92,5.16,0.84
5205,0.92,5.17,0.84
5206,0.92,5.17,0.84
5207,0.92,5.17,0.84
5208,0.92,5.17,0.84
5209,0.92,5.18,0.84
5210,0.92,5.18,0.84
5211,0.92,5.19,0.84
5212,0.92,5.2,0.84
5213,0.92,5.2,0.84
5214,0.92,5.2,0.84
5215,0.92,5.19,0.84
5216,0.92,5.19,0.84
5217,0.92,5.19,0.84
5218,0.93,5.2,0.86
5219,0.93,5.22,0.86
5220,0.93,5.26,0.86
5221,0.94,5.28,0.88
5222,0.94,5.28,0.88
5223,0.94,5.28,0.88
5224,0.94,5.27,0.88
5225,0.94,5.29,0.88
5226,0.94,5.29,0.88
5227,0.94,5.29,0.88
5228,0.94,5.29,0.88
5229,0.94,5.29,0.88
5230,0.94,5.29,0.88
5231,0.94,5.29,0.88
5232,0.94,5.28,0.88
5233,0.94,5.28,0.88
5234,0.93,5.27,0.86
5235,0.93,5.27,0.86
5236,0.93,5.29,0.86
5237,0.93,5.29,0.86
5238,0.93,5.28,0.86
5239,0.93,5.29,0.86
5240,0.93,5.27,0.86
5241,0.93,5.27,0.86
5242,0.94,5.3,0.88
5243,0.94,5.3,0.88
5244,0.95,5.35,0.9
5245,0.95,5.35,0.9
5246,0.95,5.35,0.9
5247,0.95,5.35,0.9
5248,0.95,5.35,0.9
5249,0.95,5.35,0.9
5250,0.95,5.35,0.9
5251,0.95,5.35,0.9
5252,0.95,5.35,0.9
5253,0.95,5.35,0.9
5254,0.95,5.35,0.9
5255,0.95,5.35,0.9
5256,0.95,5.35,0.9
5257,0.95,5.33,0.9
5258,0.96,5.38,0.92
5259,0.96,5.38,0.92
5260,0.96,5.42,0.92
5261,0.96,5.42,0.92
5262,0.97,5.44,0.94
5263,0.97,5.44,0.94
5264,0.97,5.44,0.94
5265,0.97,5.44,0.94
5266,0.97,5.44,0.94
5267,0.97,5.44,0.94
5268,0.97,5.44,0.94
5269,0.97,5.44,0.94
5270,0.97,5.43,0.94
5271,0.97,5.43,0.94
5272,0.97,5.43,0.94
5273,0.98,5.49,0.96
5274,0.98,5.49,0.96
5275,0.98,5.47,0.96
5276,0.98,5.48,0.96
5277,0.97,5.44,0.94
5278,0.97,5.44,0.94
5279,0.97,5.41,0.94
5280,0.97,5.42,0.94
5281,0.97,5.44,0.94
5282,0.97,5.44,0.94
5283,0.97,5.46,0.94
5284,0.97,5.45,0.94
5285,0.97,5.44,0.94
5286,0.97,5.45,0.94
5287,0.97,5.43,0.94
5288,0.97,5.43,0.94
5289,0.97,5.41,0.94
5290,0.97,5.41,0.94
5291,0.97,5.4,0.94
5292,0.97,5.41,0.94
5293,0.97,5.4,0.94
5294,0.98,5.43,0.96
5295,0.98,5.41,0.96
5296,0.98,5.4,0.96
5297,0.97,5.37,0.94
5298,0.97,5.37,0.94
5299,0.97,5.37,0.94
5300,0.97,5.37,0.94
5301,0.97,5.37,0.94
5302,0.97,5.39,0.94
5303,0.97,5.39,0.94
5304,0.97,5.37,0.94
5305,0.97,5.36,0.94
5306,0.97,5.36,0.94
5307,0.97,5.36,0.94
5308,0.97,5.36,0.94
5309,0.97,5.34,0.94
5310,0.96,5.3,0.92
5311,0.96,5.29,0.92
5312,0.96,5.28,0.92
5313,0.96,5.28,0.92
5314,0.96,5.28,0.92
5315,0.96,5.3,0.92
5316,0.96,5.3,0.92
5317,0.96,5.31,0.92
5318,0.96,5.34,0.92
5319,0.96,5.32,0.92
5320,0.96,5.28,0.92
5321,0.95,5.25,0.9
5322,0.95,5.26,0.9
5323,0.95,5.26,0.9
5324,0.94,5.24,0.88
5325,0.94,5.24,0.88
5326,0.94,5.24,0.88
5327,0.94,5.24,0.88
5328,0.94,5.26,0.88
5329,0.94,5.26,0.88
5330,0.94,5.26,0.88
5331,0.93,5.24,0.86
5332,0.93,5.24,0.86
5333,0.93,5.25,0.86
5334,0.94,5.26,0.88
5335,0.94,5.26,0.88
5336,0.94,5.24,0.88
5337,0.94,5.25,0.88
5338,0.94,5.25,0.88
5339,0.94,5.24,0.88
5340,0.94,5.24,0.88
5341,0.94,5.24,0.88
5342,0.94,5.24,0.88
5343,0.94,5.24,0.88
5344,0.93,5.18,0.86
5345,0.93,5.18,0.86
5346,0.93,5.18,0.86
5347,0.93,5.18,0.86
5348,0.93,5.18,0.86
5349,0.93,5.18,0.86
5350,0.93,5.19,0.86
5351,0.93,5.19,0.86
5352,0.93,5.19,0.86
5353,0.93,5.19,0.86
5354,0.93,5.19,0.86
5355,0.93,5.21,0.86
5356,0.93,5.21,0.86
5357,0.93,5.21,0.86
5358,0.92,5.15,0.84
5359,0.92,5.15,0.84
5360,0.92,5.11,0.84
5361,0.92,5.11,0.84
5362,0.92,5.11,0.84
5363,0.92,5.11,0.84
5364,0.92,5.11,0.84
5365,0.92,5.11,0.84
5366,0.92,5.12,0.84
5367,0.92,5.12,0.84
5368,0.91,5.09,0.82
5369,0.91,5.12,0.82
5370,0.91,5.12,0.82
5371,0.91,5.12,0.82
5372,0.91,5.12,0.82
5373,0.91,5.07,0.82
5374,0.91,5.07,0.82
5375,0.91,5.07,0.82
5376,0.91,5.06,0.82
5377,0.92,5.09,0.84
5378,0.92,5.09,0.84
5379,0.92,5.1,0.84
5380,0.92,5.09,0.84
5381,0.92,5.07,0.84
5382,0.91,5.05,0.82
5383,0.91,5.03,0.82
5384,0.91,5.05,0.82
5385,0.91,5.08,0.82
5386,0.91,5.08,0.82
5387,0.91,5.08,0.82
5388,0.91,5.08,0.82
5389,0.91,5.08,0.82
5390,0.91,5.08,0.82
5391,0.91,5.07,0.82
5392,0.91,5.06,0.82
5393,0.91,5.05,0.82
5394,0.91,5.03,0.82
5395,0.91,5.03,0.82
5396,0.91,5.04,0.82
5397,0.92,5.07,0.84
5398,0.92,5.08,0.84
5399,0.92,5.1,0.84
5400,0.91,5.08,0.82
5401,0.91,5.1,0.82
5402,0.91,5.08,0.82
5403,0.91,5.08,0.82
5404,0.91,5.08,0.82
5405,0.91,5.08,0.82
5406,0.91,5.1,0.82
5407,0.91,5.1,0.82
5408,0.91,5.1,0.82
5409,0.91,5.1,0.82
5410,0.92,5.14,0.84
5411,0.92,5.14,0.84
5412,0.92,5.14,0.84
5413,0.92,5.14,0.84
5414,0.92,5.15,0.84
5415,0.91,5.13,0.82
5416,0.91,5.18,0.82
5417,0.91,5.17,0.82
5418,0.91,5.14,0.82
5419,0.9,5.1,0.8
5420,0.9,5.12,0.8
5421,0.91,5.15,0.82
5422,0.91,5.16,0.82
5423,0.91,5.2,0.82
5424,0.92,5.24,0.84
5425,0.91,5.18,0.82
5426,0.91,5.18,0.82
5427,0.91,5.18,0.82
5428,0.91,5.16,0.82
5429,0.91,5.16,0.82
5430,0.91,5.16,0.82
5431,0.92,5.18,0.84
5432,0.92,5.2,0.84
5433,0.92,5.19,0.84
5434,0.92,5.19,0.84
5435,0.92,5.2,0.84
5436,0.92,5.2,0.84
5437,0.92,5.19,0.84
5438,0.92,5.2,0.84
5439,0.92,5.2,0.84
5440,0.92,5.2,0.84
5441,0.92,5.21,0.84
5442,0.92,5.2,0.84
5443,0.92,5.2,0.84
5444,0.93,5.27,0.86
5445,0.93,5.27,0.86
5446,0.93,5.27,0.86
5447,0.93,5.27,0.86
5448,0.93,5.29,0.86
5449,0.93,5.29,0.86
5450,0.93,5.32,0.86
5451,0.93,5.33,0.86
5452,0.92,5.3,0.84
5453,0.91,5.29,0.82
5454,0.91,5.29,0.82
5455,0.91,5.27,0.82
5456,0.91,5.27,0.82
5457,0.91,5.28,0.82
5458,0.92,5.32,0.84
5459,0.91,5.3,0.82
5460,0.91,5.3,0.82
5461,0.91,5.32,0.82
5462,0.91,5.34,0.82
5463,0.91,5.35,0.82
5464,0.91,5.35,0.82
5465,0.9,5.33,0.8
5466,0.9,5.34,0.8
5467,0.9,5.34,0.8
5468,0.91,5.37,0.82
5469,0.91,5.34,0.82
5470,0.91,5.34,0.82
5471,0.91,5.34,0.82
5472,0.91,5.37,0.82
5473,0.91,5.38,0.82
5474,0.91,5.39,0.82
5475,0.91,5.42,0.82
5476,0.91,5.42,0.82
5477,0.91,5.44,0.82
5478,0.91,5.44,0.82
5479,0.91,5.43,0.82
5480,0.91,5.44,0.82
5481,0.9,5.43,0.8
5482,0.91,5.47,0.82
5483,0.91,5.47,0.82
5484,0.91,5.45,0.82
5485,0.91,5.42,0.82
5486,0.91,5.42,0.82
5487,0.91,5.42,0.82
5488,0.91,5.44,0.82
5489,0.9,5.43,0.8
5490,0.9,5.43,0.8
5491,0.9,5.45,0.8
5492,0.9,5.45,0.8
5493,0.9,5.47,0.8
5494,0.89,5.48,0.78
5495,0.89,5.51,0.78
5496,0.88,5.48,0.76
5497,0.88,5.48,0.76
5498,0.88,5.47,0.76
5499,0.88,5.46,0.76
5500,0.88,5.46,0.76
5501,0.88,5.44,0.76
5502,0.88,5.44,0.76
5503,0.88,5.44,0.76
5504,0.88,5.44,0.76
5505,0.88,5.44,0.76
5506,0.88,5.42,0.76
5507,0.88,5.42,0.76
5508,0.88,5.42,0.76
5509,0.88,5.42,0.76
5510,0.88,5.42,0.76
5511,0.88,5.42,0.76
5512,0.88,5.42,0.76
5513,0.87,5.42,0.74
5514,0.87,5.41,0.74
5515,0.88,5.41,0.76
5516,0.88,5.36,0.76
5517,0.88,5.36,0.76
5518,0.88,5.36,0.76
5519,0.88,5.36,0.76
5520,0.88,5.34,0.76
5521,0.88,5.35,0.76
5522,0.88,5.35,0.76
5523,0.88,5.32,0.76
5524,0.88,5.3,0.76
5525,0.89,5.34,0.78
5526,0.89,5.35,0.78
5527,0.89,5.35,0.78
5528,0.89,5.37,0.78
5529,0.89,5.39,0.78
5530,0.89,5.41,0.78
5531,0.89,5.41,0.78
5532,0.89,5.39,0.78
5533,0.89,5.39,0.78
5534,0.89,5.39,0.78
5535,0.88,5.36,0.76
5536,0.87,5.33,0.74
5537,0.87,5.35,0.74
5538,0.87,5.34,0.74
5539,0.87,5.34,0.74
5540,0.87,5.36,0.74
5541,0.87,5.35,0.74
5542,0.87,5.37,0.74
5543,0.87,5.38,0.74
5544,0.87,5.35,0.74
5545,0.87,5.35,0.74
5546,0.87,5.37,0.74
5547,0.87,5.38,0.74
5548,0.87,5.36,0.74
5549,0.87,5.36,0.74
5550,0.87,5.36,0.74
5551,0.87,5.35,0.74
5552,0.88,5.38,0.76
5553,0.89,5.39,0.78
5554,0.89,5.4,0.78
5555,0.88,5.36,0.76
5556,0.88,5.38,0.76
5557,0.88,5.38,0.76
5558,0.88,5.38,0.76
5559,0.89,5.41,0.78
5560,0.89,5.41,0.78
5561,0.89,5.39,0.78
5562,0.89,5.37,0.78
5563,0.89,5.36,0.78
5564,0.89,5.37,0.78
5565,0.9,5.4,0.8
5566,0.9,5.38,0.8
5567,0.9,5.38,0.8
5568,0.89,5.34,0.78
5569,0.89,5.34,0.78
5570,0.89,5.34,0.78
5571,0.89,5.34,0.78
5572,0.89,5.31,0.78
5573,0.89,5.33,0.78
5574,0.89,5.35,0.78
5575,0.89,5.34,0.78
5576,0.89,5.34,0.78
5577,0.89,5.32,0.78
5578,0.89,5.32,0.78
5579,0.89,5.32,0.78
5580,0.88,5.28,0.76
5581,0.89,5.29,0.78
5582,0.89,5.27,0.78
5583,0.89,5.27,0.78
5584,0.89,5.27,0.78
5585,0.89,5.27,0.78
5586,0.89,5.27,0.78
5587,0.89,5.27,0.78
5588,0.88,5.21,0.76
5589,0.89,5.22,0.78
5590,0.88,5.18,0.76
5591,0.88,5.16,0.76
5592,0.88,5.16,0.76
5593,0.88,5.14,0.76
5594,0.89,5.15,0.78
5595,0.89,5.13,0.78
5596,0.9,5.15,0.8
5597,0.9,5.15,0.8
5598,0.9,5.15,0.8
5599,0.9,5.14,0.8
5600,0.91,5.16,0.82
5601,0.91,5.16,0.82
5602,0.9,5.15,0.8
5603,0.9,5.15,0.8
5604,0.9,5.15,0.8
5605,0.9,5.15,0.8
5606,0.9,5.18,0.8
5607,0.9,5.18,0.8
5608,0.9,5.2,0.8
5609,0.9,5.2,0.8
5610,0.9,5.2,0.8
5611,0.9,5.2,0.8
5612,0.9,5.2,0.8
5613,0.91,5.2,0.82
5614,0.91,5.2,0.82
5615,0.91,5.22,0.82
5616,0.91,5.24,0.82
5617,0.91,5.25,0.82
5618,0.9,5.26,0.8
5619,0.91,5.3,0.82
5620,0.91,5.3,0.82
5621,0.91,5.32,0.82
5622,0.91,5.3,0.82
5623,0.91,5.29,0.82
5624,0.91,5.29,0.82
5625,0.91,5.29,0.82
5626,0.91,5.28,0.82
5627,0.91,5.28,0.82
5628,0.91,5.26,0.82
5629,0.91,5.24,0.82
5630,0.91,5.22,0.82
5631,0.91,5.22,0.82
5632,0.91,5.22,0.82
5633,0.91,5.22,0.82
5634,0.91,5.24,0.82
5635,0.92,5.26,0.84
5636,0.93,5.29,0.86
5637,0.93,5.27,0.86
5638,0.93,5.29,0.86
5639,0.93,5.29,0.86
5640,0.93,5.29,0.86
5641,0.93,5.29,0.86
5642,0.93,5.29,0.86
5643,0.93,5.28,0.86
5644,0.93,5.28,0.86
5645,0.93,5.3,0.86
5646,0.93,5.28,0.86
5647,0.93,5.27,0.86
5648,0.93,5.27,0.86
5649,0.93,5.27,0.86
5650,0.93,5.23,0.86
5651,0.92,5.22,0.84
5652,0.92,5.22,0.84
5653,0.91,5.19,0.82
5654,0.91,5.18,0.82
5655,0.92,5.22,0.84
5656,0.92,5.21,0.84
5657,0.91,5.19,0.82
5658,0.91,5.19,0.82
5659,0.91,5.18,0.82
5660,0.91,5.18,0.82
5661,0.91,5.21,0.82
5662,0.91,5.21,0.82
5663,0.91,5.22,0.82
5664,0.91,5.21,0.82
5665,0.91,5.22,0.82
5666,0.91,5.22,0.82
5667,0.91,5.23,0.82
5668,0.92,5.27,0.84
5669,0.92,5.27,0.84
5670,0.92,5.27,0.84
5671,0.91,5.25,0.82
5672,0.91,5.25,0.82
5673,0.91,5.22,0.82
5674,0.91,5.19,0.82
5675,0.91,5.17,0.82
5676,0.91,5.18,0.82
5677,0.9,5.14,0.8
5678,0.9,5.14,0.8
5679,0.9,5.14,0.8
5680,0.91,5.17,0.82
5681,0.91,5.17,0.82
5682,0.91,5.17,0.82
5683,0.91,5.17,0.82
5684,0.91,5.17,0.82
5685,0.91,5.17,0.82
5686,0.91,5.16,0.82
5687,0.9,5.12,0.8
5688,0.91,5.16,0.82
5689,0.9,5.12,0.8
5690,0.91,5.16,0.82
5691,0.91,5.16,0.82
5692,0.91,5.16,0.82
5693,0.9,5.12,0.8
5694,0.9,5.12,0.8
5695,0.9,5.11,0.8
5696,0.9,5.11,0.8
5697,0.9,5.11,0.8
5698,0.9,5.11,0.8
5699,0.9,5.13,0.8
5700,0.9,5.14,0.8
5701,0.9,5.16,0.8
5702,0.9,5.15,0.8
5703,0.9,5.15,0.8
5704,0.9,5.16,0.8
5705,0.9,5.16,0.8
5706,0.9,5.13,0.8
5707,0.9,5.15,0.8
5708,0.9,5.17,0.8
5709,0.9,5.17,0.8
5710,0.9,5.17,0.8
5711,0.9,5.17,0.8
5712,0.89,5.16,0.78
5713,0.89,5.16,0.78
5714,0.89,5.16,0.78
5715,0.89,5.14,0.78
5716,0.89,5.12,0.78
5717,0.89,5.13,0.78
5718,0.9,5.15,0.8
5719,0.9,5.16,0.8
5720,0.9,5.16,0.8
5721,0.9,5.15,0.8
5722,0.9,5.15,0.8
5723,0.89,5.13,0.78
5724,0.89,5.13,0.78
5725,0.89,5.13,0.78
5726,0.89,5.13,0.78
5727,0.89,5.13,0.78
5728,0.89,5.13,0.78
5729,0.89,5.13,0.78
5730,0.89,5.13,0.78
5731,0.89,5.13,0.78
5732,0.89,5.15,0.78
5733,0.89,5.15,0.78
5734,0.89,5.13,0.78
5735,0.88,5.1,0.76
5736,0.88,5.1,0.76
5737,0.88,5.1,0.76
5738,0.88,5.08,0.76
5739,0.88,5.09,0.76
5740,0.88,5.07,0.76
5741,0.88,5.07,0.76
5742,0.88,5.05,0.76
5743,0.88,5.05,0.76
5744,0.88,5.05,0.76
5745,0.88,5.03,0.76
5746,0.88,5.03,0.76
5747,0.88,5.03,0.76
5748,0.87,4.99,0.74
5749,0.87,4.99,0.74
5750,0.87,4.99,0.74
5751,0.88,5.02,0.76
5752,0.88,5.03,0.76
5753,0.89,5.06,0.78
5754,0.88,5.04,0.76
5755,0.88,5.05,0.76
5756,0.88,5.04,0.76
5757,0.89,5.06,0.78
5758,0.89,5.06,0.78
5759,0.89,5.06,0.78
5760,0.89,5.06,0.78
5761,0.89,5.03,0.78
5762,0.89,5.03,0.78
5763,0.89,5.06,0.78
5764,0.88,5.04,0.76
5765,0.88,5.02,0.76
5766,0.88,5.04,0.76
5767,0.88,5.03,0.76
5768,0.88,5.03,0.76
5769,0.88,5.06,0.76
5770,0.88,5.06,0.76
5771,0.89,5.09,0.78
5772,0.89,5.09,0.78
5773,0.89,5.09,0.78
5774,0.89,5.09,0.78
5775,0.89,5.09,0.78
5776,0.89,5.08,0.78
5777,0.9,5.12,0.8
5778,0.9,5.12,0.8
5779,0.9,5.12,0.8
5780,0.9,5.12,0.8
5781,0.9,5.12,0.8
5782,0.9,5.12,0.8
5783,0.9,5.12,0.8
5784,0.9,5.14,0.8
5785,0.9,5.14,0.8
5786,0.9,5.14,0.8
5787,0.91,5.2,0.82
5788,0.91,5.2,0.82
5789,0.92,5.24,0.84
5790,0.92,5.24,0.84
5791,0.92,5.24,0.84
5792,0.92,5.24,0.84
5793,0.93,5.3,0.86
5794,0.93,5.28,0.86
5795,0.93,5.28,0.86
5796,0.93,5.28,0.86
5797,0.93,5.28,0.86
5798,0.93,5.28,0.86
5799,0.93,5.26,0.86
5800,0.93,5.25,0.86
5801,0.93,5.29,0.86
5802,0.94,5.31,0.88
5803,0.93,5.3,0.86
5804,0.93,5.29,0.86
5805,0.93,5.29,0.86
5806,0.93,5.29,0.86
5807,0.93,5.27,0.86
5808,0.93,5.25,0.86
5809,0.93,5.25,0.86
5810,0.93,5.27,0.86
5811,0.93,5.27,0.86
5812,0.94,5.28,0.88
5813,0.94,5.28,0.88
5814,0.94,5.28,0.88
5815,0.93,5.25,0.86
5816,0.93,5.25,0.86
5817,0.93,5.23,0.86
5818,0.93,5.21,0.86
5819,0.93,5.2,0.86
5820,0.93,5.22,0.86
5821,0.93,5.2,0.86
5822,0.93,5.2,0.86
5823,0.94,5.24,0.88
5824,0.94,5.24,0.88
5825,0.94,5.26,0.88
5826,0.94,5.26,0.88
5827,0.94,5.26,0.88
5828,0.94,5.26,0.88
5829,0.94,5.26,0.88
5830,0.94,5.26,0.88
5831,0.94,5.26,0.88
5832,0.94,5.24,0.88
5833,0.93,5.22,0.86
5834,0.93,5.23,0.86
5835,0.94,5.26,0.88
5836,0.93,5.22,0.86
5837,0.93,5.22,0.86
5838,0.93,5.22,0.86
5839,0.92,5.17,0.84
5840,0.92,5.17,0.84
5841,0.91,5.13,0.82
5842,0.91,5.13,0.82
5843,0.91,5.13,0.82
5844,0.91,5.14,0.82
5845,0.91,5.14,0.82
5846,0.9,5.12,0.8
5847,0.89,5.11,0.78
5848,0.9,5.17,0.8
5849,0.89,5.15,0.78
5850,0.88,5.11,0.76
5851,0.88,5.09,0.76
5852,0.88,5.08,0.76
5853,0.88,5.08,0.76
5854,0.89,5.1,0.78
5855,0.89,5.09,0.78
5856,0.89,5.09,0.78
5857,0.89,5.08,0.78
5858,0.89,5.08,0.78
5859,0.89,5.08,0.78
5860,0.89,5.1,0.78
5861,0.89,5.1,0.78
5862,0.89,5.1,0.78
5863,0.89,5.06,0.78
5864,0.9,5.08,0.8
5865,0.9,5.08,0.8
5866,0.9,5.06,0.8
5867,0.9,5.06,0.8
5868,0.89,5.02,0.78
5869,0.89,5.02,0.78
5870,0.89,5.02,0.78
5871,0.89,5.04,0.78
5872,0.89,5.05,0.78
5873,0.89,5.05,0.78
5874,0.89,5.06,0.78
5875,0.88,5.02,0.76
5876,0.88,5.02,0.76
5877,0.88,5.02,0.76
5878,0.88,5.08,0.76
5879,0.88,5.1,0.76
5880,0.88,5.13,0.76
5881,0.88,5.13,0.76
5882,0.87,5.09,0.74
5883,0.87,5.09,0.74
5884,0.87,5.07,0.74
5885,0.87,5.09,0.74
5886,0.86,5.05,0.72
5887,0.86,5.03,0.72
5888,0.86,5.03,0.72
5889,0.85,5.02,0.7
5890,0.85,5.02,0.7
5891,0.85,5.04,0.7
5892,0.84,5.02,0.68
5893,0.84,5.04,0.68
5894,0.84,5.04,0.68
5895,0.84,5.04,0.68
5896,0.84,5.04,0.68
5897,0.83,5.01,0.66
5898,0.83,5.01,0.66
5899,0.83,5.01,0.66
5900,0.83,5.01,0.66
5901,0.83,4.95,0.66
5902,0.83,4.95,0.66
5903,0.84,4.97,0.68
5904,0.83,4.93,0.66
5905,0.82,4.93,0.64
5906,0.82,4.93,0.64
5907,0.82,4.95,0.64
5908,0.82,4.93,0.64
5909,0.82,4.93,0.64
5910,0.82,4.91,0.64
5911,0.82,4.91,0.64
5912,0.82,4.91,0.64
5913,0.81,4.9,0.62
5914,0.81,4.91,0.62
5915,0.82,4.94,0.64
5916,0.82,4.95,0.64
5917,0.82,4.99,0.64
5918,0.82,4.99,0.64
5919,0.82,4.99,0.64
5920,0.82,4.98,0.64
5921,0.81,4.96,0.62
5922,0.81,4.96,0.62
5923,0.81,4.94,0.62
5924,0.8,4.9,0.6
5925,0.8,4.88,0.6
5926,0.8,4.89,0.6
5927,0.8,4.89,0.6
5928,0.8,4.89,0.6
5929,0.8,4.89,0.6
5930,0.8,4.89,0.6
5931,0.8,4.9,0.6
5932,0.8,4.9,0.6
5933,0.81,4.92,0.62
5934,0.81,4.93,0.62
5935,0.81,4.93,0.62
5936,0.82,4.97,0.64
5937,0.82,4.97,0.64
5938,0.82,4.97,0.64
5939,0.83,5.01,0.66
5940,0.83,5.01,0.66
5941,0.84,5.08,0.68
5942,0.84,5.1,0.68
5943,0.84,5.1,0.68
5944,0.84,5.09,0.68
5945,0.84,5.09,0.68
5946,0.85,5.11,0.7
5947,0.86,5.14,0.72
5948,0.86,5.12,0.72
5949,0.86,5.1,0.72
5950,0.87,5.14,0.74
5951,0.86,5.13,0.72
5952,0.86,5.14,0.72
5953,0.86,5.14,0.72
5954,0.86,5.14,0.72
5955,0.86,5.14,0.72
5956,0.86,5.15,0.72
5957,0.86,5.15,0.72
5958,0.86,5.15,0.72
5959,0.86,5.17,0.72
5960,0.86,5.17,0.72
5961,0.86,5.17,0.72
5962,0.86,5.18,0.72
5963,0.86,5.18,0.72
5964,0.86,5.19,0.72
5965,0.86,5.19,0.72
5966,0.86,5.19,0.72
5967,0.86,5.19,0.72
5968,0.87,5.23,0.74
5969,0.87,5.2,0.74
5970,0.87,5.2,0.74
5971,0.87,5.17,0.74
5972,0.87,5.16,0.74
5973,0.86,5.13,0.72
5974,0.86,5.12,0.72
5975,0.87,5.16,0.74
5976,0.87,5.16,0.74
5977,0.87,5.16,0.74
5978,0.87,5.1,0.74
5979,0.87,5.08,0.74
5980,0.87,5.05,0.74
5981,0.87,5.05,0.74
5982,0.88,5.09,0.76
5983,0.88,5.11,0.76
5984,0.88,5.11,0.76
5985,0.88,5.09,0.76
5986,0.89,5.13,0.78
5987,0.89,5.13,0.78
5988,0.89,5.13,0.78
5989,0.89,5.12,0.78
5990,0.89,5.12,0.78
5991,0.89,5.12,0.78
5992,0.9,5.14,0.8
5993,0.9,5.1,0.8
5994,0.9,5.1,0.8
5995,0.9,5.1,0.8
5996,0.9,5.13,0.8
5997,0.91,5.18,0.82
5998,0.91,5.18,0.82
5999,0.91,5.18,0.82
6000,0.9,5.15,0.8
6001,0.9,5.16,0.8
6002,0.89,5.15,0.78
6003,0.89,5.14,0.78
6004,0.9,5.18,0.8
6005,0.91,5.19,0.82
6006,0.91,5.19,0.82
6007,0.91,5.17,0.82
6008,0.91,5.17,0.82
6009,0.91,5.17,0.82
6010,0.91,5.18,0.82
6011,0.91,5.18,0.82
6012,0.91,5.18,0.82
6013,0.92,5.19,0.84
6014,0.92,5.18,0.84
6015,0.92,5.18,0.84
6016,0.92,5.2,0.84
6017,0.91,5.16,0.82
6018,0.91,5.15,0.82
6019,0.91,5.15,0.82
6020,0.91,5.14,0.82
6021,0.92,5.16,0.84
6022,0.92,5.16,0.84
6023,0.92,5.17,0.84
6024,0.93,5.21,0.86
6025,0.93,5.21,0.86
6026,0.93,5.2,0.86
6027,0.93,5.25,0.86
6028,0.93,5.25,0.86
6029,0.93,5.27,0.86
6030,0.92,5.23,0.84
6031,0.92,5.22,0.84
6032,0.92,5.22,0.84
6033,0.92,5.22,0.84
6034,0.92,5.2,0.84
6035,0.92,5.2,0.84
6036,0.92,5.22,0.84
6037,0.92,5.24,0.84
6038,0.92,5.24,0.84
6039,0.92,5.24,0.84
6040,0.92,5.24,0.84
6041,0.92,5.24,0.84
6042,0.92,5.22,0.84
6043,0.92,5.22,0.84
