,QL with Constant Epsilon Overall_Accuracy,QL with Constant Epsilon Overall_Steps,QL with Constant Epsilon Overall_Reward
6044,0.92,5.24,0.84
6045,0.92,5.24,0.84
6046,0.92,5.24,0.84
6047,0.92,5.22,0.84
6048,0.91,5.18,0.82
6049,0.91,5.21,0.82
6050,0.91,5.21,0.82
6051,0.92,5.24,0.84
6052,0.92,5.23,0.84
6053,0.92,5.24,0.84
6054,0.91,5.23,0.82
6055,0.91,5.24,0.82
6056,0.91,5.25,0.82
6057,0.91,5.26,0.82
6058,0.91,5.26,0.82
6059,0.91,5.24,0.82
6060,0.91,5.23,0.82
6061,0.91,5.24,0.82
6062,0.91,5.25,0.82
6063,0.9,5.24,0.8
6064,0.9,5.23,0.8
6065,0.9,5.23,0.8
6066,0.9,5.23,0.8
6067,0.9,5.23,0.8
6068,0.9,5.25,0.8
6069,0.9,5.25,0.8
6070,0.9,5.25,0.8
6071,0.9,5.25,0.8
6072,0.9,5.25,0.8
6073,0.9,5.25,0.8
6074,0.9,5.25,0.8
6075,0.9,5.25,0.8
6076,0.9,5.25,0.8
6077,0.9,5.25,0.8
6078,0.9,5.25,0.8
6079,0.9,5.25,0.8
6080,0.9,5.25,0.8
6081,0.9,5.25,0.8
6082,0.9,5.25,0.8
6083,0.9,5.23,0.8
6084,0.9,5.23,0.8
6085,0.9,5.26,0.8
6086,0.9,5.26,0.8
6087,0.9,5.26,0.8
6088,0.9,5.26,0.8
6089,0.91,5.28,0.82
6090,0.91,5.28,0.82
6091,0.91,5.26,0.82
6092,0.91,5.26,0.82
6093,0.91,5.26,0.82
6094,0.91,5.26,0.82
6095,0.91,5.26,0.82
6096,0.91,5.23,0.82
6097,0.91,5.23,0.82
6098,0.91,5.23,0.82
6099,0.91,5.23,0.82
6100,0.92,5.26,0.84
6101,0.92,5.25,0.84
6102,0.93,5.28,0.86
6103,0.93,5.28,0.86
6104,0.93,5.28,0.86
6105,0.93,5.28,0.86
6106,0.92,5.24,0.84
6107,0.92,5.26,0.84
6108,0.91,5.25,0.82
6109,0.91,5.25,0.82
6110,0.91,5.24,0.82
6111,0.91,5.24,0.82
6112,0.91,5.24,0.82
6113,0.91,5.24,0.82
6114,0.91,5.26,0.82
6115,0.91,5.26,0.82
6116,0.91,5.23,0.82
6117,0.92,5.23,0.84
6118,0.92,5.23,0.84
6119,0.92,5.23,0.84
6120,0.92,5.23,0.84
6121,0.92,5.23,0.84
6122,0.92,5.25,0.84
6123,0.92,5.24,0.84
6124,0.92,5.24,0.84
6125,0.91,5.22,0.82
6126,0.91,5.24,0.82
6127,0.91,5.21,0.82
6128,0.9,5.2,0.8
6129,0.9,5.18,0.8
6130,0.91,5.22,0.82
6131,0.91,5.22,0.82
6132,0.91,5.23,0.82
6133,0.9,5.21,0.8
6134,0.9,5.21,0.8
6135,0.9,5.21,0.8
6136,0.9,5.21,0.8
6137,0.9,5.19,0.8
6138,0.9,5.21,0.8
6139,0.9,5.22,0.8
6140,0.9,5.22,0.8
6141,0.9,5.19,0.8
6142,0.9,5.19,0.8
6143,0.9,5.19,0.8
6144,0.9,5.17,0.8
6145,0.9,5.17,0.8
6146,0.9,5.17,0.8
6147,0.9,5.17,0.8
6148,0.91,5.21,0.82
6149,0.92,5.22,0.84
6150,0.92,5.22,0.84
6151,0.92,5.2,0.84
6152,0.92,5.2,0.84
6153,0.92,5.19,0.84
6154,0.93,5.22,0.86
6155,0.93,5.21,0.86
6156,0.92,5.16,0.84
6157,0.92,5.15,0.84
6158,0.92,5.15,0.84
6159,0.91,5.12,0.82
6160,0.91,5.11,0.82
6161,0.91,5.11,0.82
6162,0.91,5.09,0.82
6163,0.92,5.14,0.84
6164,0.92,5.14,0.84
6165,0.92,5.14,0.84
6166,0.92,5.14,0.84
6167,0.92,5.14,0.84
6168,0.92,5.12,0.84
6169,0.92,5.12,0.84
6170,0.92,5.12,0.84
6171,0.92,5.12,0.84
6172,0.92,5.12,0.84
6173,0.93,5.15,0.86
6174,0.93,5.15,0.86
6175,0.93,5.15,0.86
6176,0.93,5.15,0.86
6177,0.93,5.15,0.86
6178,0.93,5.15,0.86
6179,0.93,5.15,0.86
6180,0.93,5.15,0.86
6181,0.93,5.16,0.86
6182,0.93,5.16,0.86
6183,0.93,5.18,0.86
6184,0.92,5.15,0.84
6185,0.92,5.12,0.84
6186,0.92,5.12,0.84
6187,0.91,5.11,0.82
6188,0.91,5.11,0.82
6189,0.91,5.11,0.82
6190,0.91,5.11,0.82
6191,0.91,5.11,0.82
6192,0.91,5.11,0.82
6193,0.91,5.11,0.82
6194,0.91,5.11,0.82
6195,0.91,5.13,0.82
6196,0.91,5.13,0.82
6197,0.91,5.11,0.82
6198,0.91,5.11,0.82
6199,0.9,5.08,0.8
6200,0.9,5.08,0.8
6201,0.9,5.08,0.8
6202,0.9,5.08,0.8
6203,0.89,5.05,0.78
6204,0.89,5.05,0.78
6205,0.89,5.04,0.78
6206,0.9,5.09,0.8
6207,0.9,5.07,0.8
6208,0.91,5.08,0.82
6209,0.91,5.08,0.82
6210,0.91,5.08,0.82
6211,0.91,5.08,0.82
6212,0.91,5.1,0.82
6213,0.91,5.1,0.82
6214,0.91,5.09,0.82
6215,0.91,5.09,0.82
6216,0.91,5.09,0.82
6217,0.91,5.09,0.82
6218,0.91,5.11,0.82
6219,0.91,5.11,0.82
6220,0.91,5.13,0.82
6221,0.91,5.15,0.82
6222,0.91,5.13,0.82
6223,0.91,5.13,0.82
6224,0.91,5.13,0.82
6225,0.92,5.15,0.84
6226,0.92,5.13,0.84
6227,0.92,5.11,0.84
6228,0.93,5.12,0.86
6229,0.93,5.13,0.86
6230,0.93,5.13,0.86
6231,0.93,5.13,0.86
6232,0.93,5.12,0.86
6233,0.94,5.14,0.88
6234,0.94,5.14,0.88
6235,0.94,5.14,0.88
6236,0.94,5.12,0.88
6237,0.93,5.09,0.86
6238,0.93,5.09,0.86
6239,0.93,5.1,0.86
6240,0.93,5.1,0.86
6241,0.93,5.1,0.86
6242,0.93,5.12,0.86
6243,0.92,5.1,0.84
6244,0.92,5.12,0.84
6245,0.92,5.13,0.84
6246,0.91,5.09,0.82
6247,0.91,5.09,0.82
6248,0.91,5.09,0.82
6249,0.91,5.11,0.82
6250,0.91,5.11,0.82
6251,0.91,5.13,0.82
6252,0.91,5.13,0.82
6253,0.91,5.14,0.82
6254,0.91,5.12,0.82
6255,0.9,5.15,0.8
6256,0.91,5.18,0.82
6257,0.91,5.18,0.82
6258,0.91,5.18,0.82
6259,0.92,5.21,0.84
6260,0.92,5.21,0.84
6261,0.92,5.2,0.84
6262,0.92,5.2,0.84
6263,0.92,5.16,0.84
6264,0.92,5.16,0.84
6265,0.92,5.16,0.84
6266,0.92,5.17,0.84
6267,0.91,5.13,0.82
6268,0.91,5.13,0.82
6269,0.91,5.13,0.82
6270,0.91,5.13,0.82
6271,0.9,5.11,0.8
6272,0.9,5.11,0.8
6273,0.9,5.13,0.8
6274,0.9,5.13,0.8
6275,0.9,5.13,0.8
6276,0.9,5.13,0.8
6277,0.9,5.13,0.8
6278,0.9,5.13,0.8
6279,0.9,5.13,0.8
6280,0.9,5.13,0.8
6281,0.9,5.12,0.8
6282,0.9,5.12,0.8
6283,0.9,5.1,0.8
6284,0.91,5.13,0.82
6285,0.91,5.14,0.82
6286,0.91,5.14,0.82
6287,0.92,5.15,0.84
6288,0.91,5.12,0.82
6289,0.9,5.09,0.8
6290,0.9,5.09,0.8
6291,0.9,5.09,0.8
6292,0.9,5.09,0.8
6293,0.9,5.09,0.8
6294,0.9,5.09,0.8
6295,0.9,5.07,0.8
6296,0.9,5.07,0.8
6297,0.9,5.07,0.8
6298,0.89,5.06,0.78
6299,0.9,5.09,0.8
6300,0.9,5.09,0.8
6301,0.9,5.09,0.8
6302,0.9,5.07,0.8
6303,0.91,5.1,0.82
6304,0.91,5.12,0.82
6305,0.91,5.12,0.82
6306,0.91,5.11,0.82
6307,0.91,5.11,0.82
6308,0.91,5.11,0.82
6309,0.91,5.13,0.82
6310,0.91,5.14,0.82
6311,0.91,5.14,0.82
6312,0.91,5.14,0.82
6313,0.9,5.16,0.8
6314,0.9,5.17,0.8
6315,0.9,5.21,0.8
6316,0.9,5.21,0.8
6317,0.9,5.21,0.8
6318,0.9,5.19,0.8
6319,0.9,5.2,0.8
6320,0.9,5.18,0.8
6321,0.9,5.19,0.8
6322,0.9,5.19,0.8
6323,0.9,5.2,0.8
6324,0.9,5.2,0.8
6325,0.9,5.2,0.8
6326,0.9,5.2,0.8
6327,0.9,5.2,0.8
6328,0.9,5.2,0.8
6329,0.9,5.21,0.8
6330,0.9,5.24,0.8
6331,0.9,5.25,0.8
6332,0.89,5.22,0.78
6333,0.88,5.19,0.76
6334,0.88,5.19,0.76
6335,0.88,5.2,0.76
6336,0.88,5.22,0.76
6337,0.89,5.25,0.78
6338,0.89,5.23,0.78
6339,0.89,5.21,0.78
6340,0.88,5.18,0.76
6341,0.88,5.18,0.76
6342,0.88,5.16,0.76
6343,0.89,5.19,0.78
6344,0.89,5.17,0.78
6345,0.89,5.16,0.78
6346,0.89,5.2,0.78
6347,0.89,5.21,0.78
6348,0.89,5.21,0.78
6349,0.89,5.2,0.78
6350,0.89,5.2,0.78
6351,0.89,5.18,0.78
6352,0.89,5.18,0.78
6353,0.89,5.17,0.78
6354,0.89,5.19,0.78
6355,0.9,5.16,0.8
6356,0.9,5.18,0.8
6357,0.9,5.18,0.8
6358,0.9,5.19,0.8
6359,0.89,5.15,0.78
6360,0.89,5.16,0.78
6361,0.89,5.17,0.78
6362,0.88,5.13,0.76
6363,0.88,5.15,0.76
6364,0.88,5.15,0.76
6365,0.88,5.19,0.76
6366,0.88,5.18,0.76
6367,0.89,5.22,0.78
6368,0.89,5.22,0.78
6369,0.89,5.24,0.78
6370,0.89,5.26,0.78
6371,0.9,5.29,0.8
6372,0.9,5.29,0.8
6373,0.9,5.29,0.8
6374,0.9,5.31,0.8
6375,0.9,5.31,0.8
6376,0.9,5.33,0.8
6377,0.9,5.34,0.8
6378,0.9,5.34,0.8
6379,0.89,5.31,0.78
6380,0.89,5.31,0.78
6381,0.89,5.31,0.78
6382,0.89,5.33,0.78
6383,0.89,5.34,0.78
6384,0.89,5.34,0.78
6385,0.89,5.33,0.78
6386,0.89,5.35,0.78
6387,0.89,5.37,0.78
6388,0.9,5.4,0.8
6389,0.91,5.43,0.82
6390,0.91,5.43,0.82
6391,0.91,5.43,0.82
6392,0.91,5.43,0.82
6393,0.9,5.41,0.8
6394,0.9,5.41,0.8
6395,0.9,5.41,0.8
6396,0.9,5.41,0.8
6397,0.9,5.41,0.8
6398,0.91,5.44,0.82
6399,0.9,5.42,0.8
6400,0.9,5.42,0.8
6401,0.9,5.42,0.8
6402,0.9,5.42,0.8
6403,0.9,5.42,0.8
6404,0.9,5.4,0.8
6405,0.9,5.4,0.8
6406,0.9,5.4,0.8
6407,0.9,5.4,0.8
6408,0.9,5.41,0.8
6409,0.9,5.41,0.8
6410,0.9,5.4,0.8
6411,0.9,5.4,0.8
6412,0.9,5.38,0.8
6413,0.91,5.38,0.82
6414,0.9,5.35,0.8
6415,0.9,5.32,0.8
6416,0.9,5.32,0.8
6417,0.9,5.35,0.8
6418,0.9,5.36,0.8
6419,0.9,5.36,0.8
6420,0.9,5.36,0.8
6421,0.9,5.33,0.8
6422,0.9,5.36,0.8
6423,0.9,5.36,0.8
6424,0.9,5.36,0.8
6425,0.89,5.35,0.78
6426,0.89,5.35,0.78
6427,0.89,5.35,0.78
6428,0.89,5.35,0.78
6429,0.89,5.34,0.78
6430,0.89,5.31,0.78
6431,0.89,5.3,0.78
6432,0.9,5.33,0.8
6433,0.91,5.36,0.82
6434,0.91,5.36,0.82
6435,0.91,5.35,0.82
6436,0.91,5.33,0.82
6437,0.91,5.33,0.82
6438,0.9,5.29,0.8
6439,0.9,5.29,0.8
6440,0.91,5.32,0.82
6441,0.91,5.32,0.82
6442,0.91,5.34,0.82
6443,0.91,5.33,0.82
6444,0.91,5.33,0.82
6445,0.91,5.33,0.82
6446,0.92,5.33,0.84
6447,0.92,5.33,0.84
6448,0.91,5.29,0.82
6449,0.91,5.28,0.82
6450,0.91,5.28,0.82
6451,0.91,5.29,0.82
6452,0.91,5.3,0.82
6453,0.91,5.3,0.82
6454,0.91,5.28,0.82
6455,0.91,5.28,0.82
6456,0.9,5.23,0.8
6457,0.9,5.23,0.8
6458,0.9,5.22,0.8
6459,0.91,5.28,0.82
6460,0.9,5.26,0.8
6461,0.9,5.25,0.8
6462,0.91,5.29,0.82
6463,0.9,5.25,0.8
6464,0.89,5.21,0.78
6465,0.89,5.17,0.78
6466,0.89,5.17,0.78
6467,0.89,5.17,0.78
6468,0.89,5.17,0.78
6469,0.89,5.15,0.78
6470,0.89,5.13,0.78
6471,0.89,5.12,0.78
6472,0.89,5.12,0.78
6473,0.89,5.1,0.78
6474,0.89,5.09,0.78
6475,0.89,5.09,0.78
6476,0.88,5.04,0.76
6477,0.88,5.03,0.76
6478,0.88,5.05,0.76
6479,0.89,5.09,0.78
6480,0.88,5.05,0.76
6481,0.88,5.11,0.76
6482,0.88,5.09,0.76
6483,0.88,5.08,0.76
6484,0.88,5.09,0.76
6485,0.88,5.09,0.76
6486,0.88,5.09,0.76
6487,0.88,5.07,0.76
6488,0.88,5.08,0.76
6489,0.88,5.08,0.76
6490,0.88,5.09,0.76
6491,0.88,5.09,0.76
6492,0.88,5.09,0.76
6493,0.88,5.09,0.76
6494,0.88,5.09,0.76
6495,0.88,5.09,0.76
6496,0.88,5.09,0.76
6497,0.88,5.09,0.76
6498,0.87,5.08,0.74
6499,0.88,5.1,0.76
6500,0.88,5.11,0.76
6501,0.88,5.11,0.76
6502,0.88,5.12,0.76
6503,0.88,5.12,0.76
6504,0.88,5.12,0.76
6505,0.88,5.15,0.76
6506,0.88,5.15,0.76
6507,0.88,5.15,0.76
6508,0.87,5.15,0.74
6509,0.87,5.13,0.74
6510,0.87,5.13,0.74
6511,0.87,5.13,0.74
6512,0.87,5.13,0.74
6513,0.87,5.11,0.74
6514,0.88,5.15,0.76
6515,0.88,5.15,0.76
6516,0.88,5.15,0.76
6517,0.88,5.12,0.76
6518,0.88,5.11,0.76
6519,0.87,5.11,0.74
6520,0.86,5.1,0.72
6521,0.86,5.1,0.72
6522,0.86,5.07,0.72
6523,0.86,5.08,0.72
6524,0.86,5.08,0.72
6525,0.87,5.11,0.74
6526,0.87,5.11,0.74
6527,0.86,5.07,0.72
6528,0.86,5.07,0.72
6529,0.86,5.06,0.72
6530,0.85,5.05,0.7
6531,0.85,5.05,0.7
6532,0.84,5.02,0.68
6533,0.84,5.02,0.68
6534,0.84,5.02,0.68
6535,0.84,5.02,0.68
6536,0.84,5.02,0.68
6537,0.84,5.02,0.68
6538,0.85,5.08,0.7
6539,0.85,5.09,0.7
6540,0.85,5.11,0.7
6541,0.85,5.12,0.7
6542,0.85,5.1,0.7
6543,0.85,5.1,0.7
6544,0.85,5.12,0.7
6545,0.85,5.12,0.7
6546,0.85,5.14,0.7
6547,0.85,5.13,0.7
6548,0.86,5.21,0.72
6549,0.86,5.21,0.72
6550,0.86,5.21,0.72
6551,0.86,5.2,0.72
6552,0.86,5.21,0.72
6553,0.86,5.21,0.72
6554,0.86,5.21,0.72
6555,0.86,5.22,0.72
6556,0.87,5.25,0.74
6557,0.87,5.25,0.74
6558,0.87,5.25,0.74
6559,0.87,5.23,0.74
6560,0.88,5.24,0.76
6561,0.88,5.24,0.76
6562,0.88,5.24,0.76
6563,0.88,5.23,0.76
6564,0.89,5.27,0.78
6565,0.89,5.27,0.78
6566,0.89,5.28,0.78
6567,0.89,5.28,0.78
6568,0.89,5.28,0.78
6569,0.89,5.29,0.78
6570,0.89,5.29,0.78
6571,0.89,5.31,0.78
6572,0.89,5.31,0.78
6573,0.89,5.31,0.78
6574,0.89,5.3,0.78
6575,0.89,5.3,0.78
6576,0.9,5.33,0.8
6577,0.9,5.33,0.8
6578,0.9,5.35,0.8
6579,0.9,5.34,0.8
6580,0.91,5.38,0.82
6581,0.91,5.32,0.82
6582,0.91,5.32,0.82
6583,0.91,5.32,0.82
6584,0.91,5.31,0.82
6585,0.91,5.33,0.82
6586,0.91,5.31,0.82
6587,0.91,5.31,0.82
6588,0.91,5.31,0.82
6589,0.91,5.31,0.82
6590,0.91,5.3,0.82
6591,0.91,5.3,0.82
6592,0.91,5.3,0.82
6593,0.92,5.32,0.84
6594,0.92,5.32,0.84
6595,0.92,5.32,0.84
6596,0.92,5.33,0.84
6597,0.92,5.34,0.84
6598,0.93,5.33,0.86
6599,0.93,5.33,0.86
6600,0.93,5.32,0.86
6601,0.92,5.31,0.84
6602,0.92,5.32,0.84
6603,0.92,5.32,0.84
6604,0.92,5.32,0.84
6605,0.92,5.29,0.84
6606,0.91,5.27,0.82
6607,0.91,5.28,0.82
6608,0.92,5.28,0.84
6609,0.92,5.28,0.84
6610,0.92,5.28,0.84
6611,0.92,5.28,0.84
6612,0.92,5.28,0.84
6613,0.92,5.28,0.84
6614,0.92,5.25,0.84
6615,0.92,5.24,0.84
6616,0.91,5.21,0.82
6617,0.91,5.22,0.82
6618,0.91,5.22,0.82
6619,0.92,5.21,0.84
6620,0.93,5.22,0.86
6621,0.93,5.22,0.86
6622,0.92,5.23,0.84
6623,0.92,5.21,0.84
6624,0.92,5.21,0.84
6625,0.92,5.19,0.84
6626,0.92,5.19,0.84
6627,0.93,5.24,0.86
6628,0.93,5.25,0.86
6629,0.93,5.25,0.86
6630,0.94,5.26,0.88
6631,0.94,5.28,0.88
6632,0.95,5.31,0.9
6633,0.95,5.31,0.9
6634,0.95,5.31,0.9
6635,0.95,5.31,0.9
6636,0.95,5.31,0.9
6637,0.95,5.31,0.9
6638,0.95,5.29,0.9
6639,0.95,5.28,0.9
6640,0.95,5.29,0.9
6641,0.95,5.28,0.9
6642,0.95,5.28,0.9
6643,0.95,5.28,0.9
6644,0.95,5.27,0.9
6645,0.95,5.27,0.9
6646,0.95,5.25,0.9
6647,0.95,5.25,0.9
6648,0.95,5.21,0.9
6649,0.95,5.23,0.9
6650,0.95,5.25,0.9
6651,0.95,5.25,0.9
6652,0.95,5.25,0.9
6653,0.95,5.27,0.9
6654,0.95,5.27,0.9
6655,0.95,5.26,0.9
6656,0.95,5.26,0.9
6657,0.95,5.26,0.9
6658,0.95,5.26,0.9
6659,0.95,5.26,0.9
6660,0.95,5.27,0.9
6661,0.95,5.27,0.9
6662,0.95,5.27,0.9
6663,0.96,5.3,0.92
6664,0.96,5.33,0.92
6665,0.96,5.33,0.92
6666,0.96,5.32,0.92
6667,0.96,5.32,0.92
6668,0.96,5.32,0.92
6669,0.96,5.31,0.92
6670,0.96,5.35,0.92
6671,0.96,5.33,0.92
6672,0.96,5.33,0.92
6673,0.96,5.33,0.92
6674,0.96,5.33,0.92
6675,0.96,5.33,0.92
6676,0.96,5.33,0.92
6677,0.96,5.33,0.92
6678,0.96,5.29,0.92
6679,0.96,5.29,0.92
6680,0.96,5.29,0.92
6681,0.96,5.29,0.92
6682,0.96,5.29,0.92
6683,0.96,5.3,0.92
6684,0.96,5.3,0.92
6685,0.96,5.28,0.92
6686,0.96,5.28,0.92
6687,0.96,5.28,0.92
6688,0.96,5.28,0.92
6689,0.96,5.28,0.92
6690,0.96,5.28,0.92
6691,0.96,5.3,0.92
6692,0.96,5.32,0.92
6693,0.96,5.32,0.92
6694,0.96,5.32,0.92
6695,0.96,5.32,0.92
6696,0.96,5.32,0.92
6697,0.96,5.31,0.92
6698,0.96,5.31,0.92
6699,0.96,5.31,0.92
6700,0.96,5.32,0.92
6701,0.97,5.33,0.94
6702,0.97,5.31,0.94
6703,0.97,5.31,0.94
6704,0.97,5.31,0.94
6705,0.97,5.31,0.94
6706,0.98,5.33,0.96
6707,0.98,5.32,0.96
6708,0.98,5.32,0.96
6709,0.98,5.32,0.96
6710,0.97,5.3,0.94
6711,0.97,5.32,0.94
6712,0.97,5.32,0.94
6713,0.97,5.32,0.94
6714,0.97,5.34,0.94
6715,0.97,5.34,0.94
6716,0.98,5.37,0.96
6717,0.98,5.36,0.96
6718,0.98,5.36,0.96
6719,0.98,5.36,0.96
6720,0.97,5.33,0.94
6721,0.97,5.34,0.94
6722,0.97,5.3,0.94
6723,0.96,5.27,0.92
6724,0.96,5.29,0.92
6725,0.96,5.29,0.92
6726,0.96,5.29,0.92
6727,0.96,5.28,0.92
6728,0.96,5.27,0.92
6729,0.96,5.28,0.92
6730,0.96,5.28,0.92
6731,0.96,5.3,0.92
6732,0.95,5.29,0.9
6733,0.95,5.29,0.9
6734,0.95,5.29,0.9
6735,0.95,5.29,0.9
6736,0.95,5.31,0.9
6737,0.95,5.31,0.9
6738,0.95,5.31,0.9
6739,0.95,5.33,0.9
6740,0.95,5.3,0.9
6741,0.95,5.3,0.9
6742,0.94,5.29,0.88
6743,0.94,5.29,0.88
6744,0.94,5.28,0.88
6745,0.94,5.28,0.88
6746,0.94,5.29,0.88
6747,0.93,5.28,0.86
6748,0.93,5.28,0.86
6749,0.93,5.3,0.86
6750,0.93,5.29,0.86
6751,0.93,5.29,0.86
6752,0.93,5.27,0.86
6753,0.93,5.26,0.86
6754,0.93,5.26,0.86
6755,0.92,5.23,0.84
6756,0.92,5.23,0.84
6757,0.91,5.25,0.82
6758,0.91,5.25,0.82
6759,0.91,5.25,0.82
6760,0.9,5.23,0.8
6761,0.9,5.23,0.8
6762,0.89,5.21,0.78
6763,0.89,5.21,0.78
6764,0.89,5.18,0.78
6765,0.89,5.2,0.78
6766,0.89,5.2,0.78
6767,0.89,5.21,0.78
6768,0.89,5.21,0.78
6769,0.89,5.21,0.78
6770,0.89,5.17,0.78
6771,0.89,5.17,0.78
6772,0.89,5.17,0.78
6773,0.89,5.17,0.78
6774,0.89,5.17,0.78
6775,0.89,5.17,0.78
6776,0.89,5.17,0.78
6777,0.89,5.17,0.78
6778,0.89,5.18,0.78
6779,0.88,5.16,0.76
6780,0.88,5.16,0.76
6781,0.88,5.16,0.76
6782,0.88,5.16,0.76
6783,0.88,5.16,0.76
6784,0.88,5.16,0.76
6785,0.88,5.16,0.76
6786,0.88,5.18,0.76
6787,0.88,5.18,0.76
6788,0.88,5.17,0.76
6789,0.88,5.17,0.76
6790,0.88,5.17,0.76
6791,0.88,5.15,0.76
6792,0.88,5.13,0.76
6793,0.87,5.12,0.74
6794,0.87,5.12,0.74
6795,0.87,5.12,0.74
6796,0.87,5.11,0.74
6797,0.86,5.12,0.72
6798,0.86,5.12,0.72
6799,0.85,5.11,0.7
6800,0.85,5.1,0.7
6801,0.85,5.1,0.7
6802,0.85,5.1,0.7
6803,0.85,5.12,0.7
6804,0.85,5.12,0.7
6805,0.85,5.13,0.7
6806,0.85,5.13,0.7
6807,0.85,5.14,0.7
6808,0.85,5.13,0.7
6809,0.85,5.13,0.7
6810,0.86,5.15,0.72
6811,0.86,5.15,0.72
6812,0.86,5.15,0.72
6813,0.86,5.15,0.72
6814,0.86,5.13,0.72
6815,0.86,5.13,0.72
6816,0.86,5.13,0.72
6817,0.86,5.13,0.72
6818,0.86,5.13,0.72
6819,0.86,5.13,0.72
6820,0.86,5.15,0.72
6821,0.85,5.12,0.7
6822,0.86,5.15,0.72
6823,0.87,5.18,0.74
6824,0.87,5.16,0.74
6825,0.87,5.16,0.74
6826,0.87,5.16,0.74
6827,0.86,5.15,0.72
6828,0.86,5.15,0.72
6829,0.86,5.14,0.72
6830,0.86,5.14,0.72
6831,0.86,5.12,0.72
6832,0.87,5.14,0.74
6833,0.87,5.14,0.74
6834,0.87,5.14,0.74
6835,0.87,5.14,0.74
6836,0.87,5.12,0.74
6837,0.87,5.14,0.74
6838,0.86,5.11,0.72
6839,0.86,5.09,0.72
6840,0.86,5.14,0.72
6841,0.86,5.14,0.72
6842,0.86,5.17,0.72
6843,0.86,5.17,0.72
6844,0.86,5.17,0.72
6845,0.86,5.17,0.72
6846,0.86,5.16,0.72
6847,0.87,5.19,0.74
6848,0.87,5.19,0.74
6849,0.86,5.15,0.72
6850,0.86,5.14,0.72
6851,0.86,5.17,0.72
6852,0.86,5.17,0.72
6853,0.86,5.16,0.72
6854,0.86,5.16,0.72
6855,0.87,5.2,0.74
6856,0.87,5.2,0.74
6857,0.88,5.18,0.76
6858,0.88,5.18,0.76
6859,0.88,5.18,0.76
6860,0.89,5.2,0.78
6861,0.89,5.22,0.78
6862,0.9,5.24,0.8
6863,0.89,5.2,0.78
6864,0.89,5.2,0.78
6865,0.89,5.18,0.78
6866,0.88,5.14,0.76
6867,0.88,5.13,0.76
6868,0.88,5.13,0.76
6869,0.88,5.15,0.76
6870,0.88,5.15,0.76
6871,0.88,5.15,0.76
6872,0.88,5.15,0.76
6873,0.87,5.13,0.74
6874,0.87,5.13,0.74
6875,0.87,5.13,0.74
6876,0.86,5.1,0.72
6877,0.85,5.09,0.7
6878,0.85,5.08,0.7
6879,0.86,5.1,0.72
6880,0.86,5.1,0.72
6881,0.86,5.1,0.72
6882,0.86,5.12,0.72
6883,0.86,5.11,0.72
6884,0.86,5.11,0.72
6885,0.85,5.09,0.7
6886,0.85,5.07,0.7
6887,0.85,5.07,0.7
6888,0.85,5.11,0.7
6889,0.85,5.12,0.7
6890,0.85,5.14,0.7
6891,0.85,5.16,0.7
6892,0.84,5.14,0.68
6893,0.85,5.15,0.7
6894,0.85,5.17,0.7
6895,0.85,5.19,0.7
6896,0.85,5.19,0.7
6897,0.86,5.18,0.72
6898,0.86,5.18,0.72
6899,0.87,5.19,0.74
6900,0.87,5.21,0.74
6901,0.87,5.22,0.74
6902,0.86,5.2,0.72
6903,0.86,5.18,0.72
6904,0.86,5.19,0.72
6905,0.86,5.2,0.72
6906,0.86,5.21,0.72
6907,0.86,5.21,0.72
6908,0.86,5.24,0.72
6909,0.86,5.24,0.72
6910,0.86,5.24,0.72
6911,0.86,5.22,0.72
6912,0.86,5.22,0.72
6913,0.85,5.18,0.7
6914,0.85,5.18,0.7
6915,0.85,5.18,0.7
6916,0.84,5.19,0.68
6917,0.84,5.21,0.68
6918,0.83,5.17,0.66
6919,0.83,5.17,0.66
6920,0.84,5.18,0.68
6921,0.85,5.24,0.7
6922,0.85,5.25,0.7
6923,0.85,5.26,0.7
6924,0.85,5.28,0.7
6925,0.85,5.28,0.7
6926,0.85,5.28,0.7
6927,0.85,5.26,0.7
6928,0.85,5.26,0.7
6929,0.85,5.28,0.7
6930,0.85,5.28,0.7
6931,0.85,5.28,0.7
6932,0.84,5.23,0.68
6933,0.83,5.22,0.66
6934,0.83,5.28,0.66
6935,0.83,5.28,0.66
6936,0.83,5.28,0.66
6937,0.83,5.26,0.66
6938,0.83,5.27,0.66
6939,0.83,5.27,0.66
6940,0.83,5.24,0.66
6941,0.83,5.24,0.66
6942,0.84,5.23,0.68
6943,0.84,5.25,0.68
6944,0.84,5.25,0.68
6945,0.84,5.25,0.68
6946,0.84,5.25,0.68
6947,0.83,5.22,0.66
6948,0.83,5.22,0.66
6949,0.84,5.22,0.68
6950,0.84,5.22,0.68
6951,0.84,5.19,0.68
6952,0.84,5.19,0.68
6953,0.84,5.19,0.68
6954,0.84,5.21,0.68
6955,0.84,5.2,0.68
6956,0.84,5.22,0.68
6957,0.84,5.22,0.68
6958,0.84,5.25,0.68
6959,0.84,5.25,0.68
6960,0.84,5.24,0.68
6961,0.84,5.23,0.68
6962,0.84,5.25,0.68
6963,0.85,5.29,0.7
6964,0.85,5.29,0.7
6965,0.85,5.33,0.7
6966,0.86,5.37,0.72
6967,0.86,5.37,0.72
6968,0.86,5.37,0.72
6969,0.86,5.35,0.72
6970,0.86,5.35,0.72
6971,0.86,5.35,0.72
6972,0.85,5.33,0.7
