,Q_Rewards1,Q_noSteps1,Q_Accuracy1,Moving_Average_Accuracy1,Moving_Average_Step1,Moving_Average_Reward1,Overall_Accuracy,Overall_Steps,Overall_Reward
1646,-1,1280,0,0.0,15801.42,-0.98,0.0,15801.42,-0.98
1647,-1,48411,0,0.0,15785.53,-0.99,0.0,15785.53,-0.99
1648,-1,16808,0,0.0,15568.26,-0.99,0.0,15568.26,-0.99
1649,-1,14657,0,0.0,15569.71,-0.99,0.0,15569.71,-0.99
1650,-1,10015,0,0.0,15527.39,-0.99,0.0,15527.39,-0.99
1651,-1,2478,0,0.0,15501.98,-0.99,0.0,15501.98,-0.99
1652,-1,5134,0,0.0,15053.32,-1.0,0.0,15053.32,-1.0
1653,-1,12134,0,0.0,14972.55,-1.0,0.0,14972.55,-1.0
1654,-1,6829,0,0.0,14981.94,-1.0,0.0,14981.94,-1.0
1655,-1,14407,0,0.0,14872.77,-1.0,0.0,14872.77,-1.0
1656,-1,17846,0,0.0,14890.67,-1.0,0.0,14890.67,-1.0
1657,-1,12826,0,0.0,14871.46,-1.0,0.0,14871.46,-1.0
1658,-1,17397,0,0.0,14963.75,-1.0,0.0,14963.75,-1.0
1659,-1,3012,0,0.0,14937.47,-1.0,0.0,14937.47,-1.0
1660,-1,16989,0,0.0,14958.52,-1.0,0.0,14958.52,-1.0
1661,-1,7588,0,0.0,14969.29,-1.0,0.0,14969.29,-1.0
1662,-1,19917,0,0.0,15042.6,-1.0,0.0,15042.6,-1.0
1663,-1,24246,0,0.0,15234.79,-1.0,0.0,15234.79,-1.0
1664,-1,42483,0,0.0,15423.27,-1.0,0.0,15423.27,-1.0
1665,-1,19652,0,0.0,15402.36,-1.0,0.0,15402.36,-1.0
1666,-1,12295,0,0.0,15463.66,-1.0,0.0,15463.66,-1.0
1667,-1,12749,0,0.0,15384.33,-1.0,0.0,15384.33,-1.0
1668,-1,31621,0,0.0,15627.06,-1.0,0.0,15627.06,-1.0
1669,-1,5384,0,0.0,15519.63,-1.0,0.0,15519.63,-1.0
1670,-1,17410,0,0.0,15478.31,-1.0,0.0,15478.31,-1.0
1671,-1,15343,0,0.0,15346.09,-1.0,0.0,15346.09,-1.0
1672,-1,22488,0,0.0,15557.78,-1.0,0.0,15557.78,-1.0
1673,-1,8844,0,0.0,15400.99,-1.0,0.0,15400.99,-1.0
1674,-1,4297,0,0.0,15172.98,-1.0,0.0,15172.98,-1.0
1675,-1,16515,0,0.0,15240.36,-1.0,0.0,15240.36,-1.0
1676,-1,8430,0,0.0,14983.0,-1.0,0.0,14983.0,-1.0
1677,-1,11538,0,0.0,15079.24,-1.0,0.0,15079.24,-1.0
1678,-1,15424,0,0.0,15147.42,-1.0,0.0,15147.42,-1.0
1679,-1,17146,0,0.0,15123.99,-1.0,0.0,15123.99,-1.0
1680,-1,6653,0,0.0,15062.04,-1.0,0.0,15062.04,-1.0
1681,-1,9105,0,0.0,15097.01,-1.0,0.0,15097.01,-1.0
1682,-1,10940,0,0.0,15092.26,-1.0,0.0,15092.26,-1.0
1683,-1,13978,0,0.0,15156.34,-1.0,0.0,15156.34,-1.0
1684,-1,28946,0,0.0,15059.63,-1.0,0.0,15059.63,-1.0
1685,-1,10505,0,0.0,15043.85,-1.0,0.0,15043.85,-1.0
1686,-1,10966,0,0.0,15054.36,-1.0,0.0,15054.36,-1.0
1687,-1,4682,0,0.0,14880.44,-1.0,0.0,14880.44,-1.0
1688,-1,19603,0,0.0,15009.65,-1.0,0.0,15009.65,-1.0
1689,-1,9461,0,0.0,14874.33,-1.0,0.0,14874.33,-1.0
1690,-1,3516,0,0.0,14875.58,-1.0,0.0,14875.58,-1.0
1691,-1,13294,0,0.0,14968.42,-1.0,0.0,14968.42,-1.0
1692,-1,3599,0,0.0,14639.27,-1.0,0.0,14639.27,-1.0
1693,-1,6668,0,0.0,14583.87,-1.0,0.0,14583.87,-1.0
1694,-1,6986,0,0.0,14553.22,-1.0,0.0,14553.22,-1.0
1695,-1,28308,0,0.0,14785.96,-1.0,0.0,14785.96,-1.0
1696,0,50000,0,0.0,15247.94,-0.99,0.0,15247.94,-0.99
1697,-1,27245,0,0.0,15458.32,-0.99,0.0,15458.32,-0.99
1698,-1,6841,0,0.0,15394.83,-0.99,0.0,15394.83,-0.99
1699,0,50000,0,0.0,15580.99,-0.98,0.0,15580.99,-0.98
1700,-1,12570,0,0.0,15580.66,-0.98,0.0,15580.66,-0.98
1701,0,50000,0,0.0,15942.19,-0.97,0.0,15942.19,-0.97
1702,-1,19581,0,0.0,16001.46,-0.97,0.0,16001.46,-0.97
